company,car type,year,engine volume,km,hand,gear box,color,current owner,price,gas,horse power
יונדאי,אקסנט,2019,1368,105310,1,אוטומטית,אפור מטל,ליסינג,67800,בנזין,100
מיצובישי,ASX,2019,1998,103184,1,אוטומטית,שנהב לבן,חברה,96902,בנזין,150
ג'יפ,רנגלר,2023,1995,0,1,אוטומטית,לבן,חברה,438000,בנזין,272
טויוטה,קורולה,2020,1798,90682,1,אוטומטית,שנהב לבן,ליסינג,104300,בנזין,98
סיאט,ארונה,2020,999,94000,1,אוטומטית,שחור מטלי,פרטי,95000,בנזין,115
פורשה,מקאן,2018,1984,119000,1,אוטומטית,אפור,-,250000,בנזין,252
קיה,פיקנטו,2017,1248,56000,1,אוטומטית,שחור,חברה,68500,בנזין,84
יונדאי,איוניק,2020,1580,87294,1,אוטומטית,שנהב לבן,ליסינג,103500,בנזין,141
אאודי,A1,2020,1498,22837,1,אוטומטית,שנהב לבן,ליסינג,138835,בנזין,150
פיג'ו,3008,2019,1598,51495,1,אוטומטית,אפור,ליסינג,132900,בנזין,180
מיצובישי,ASX,2020,1998,66470,1,אוטומטית,אפור,חברה,116836,בנזין,150
סקודה,קודיאק,2020,1498,56000,1,אוטומטית,כסף מטלי,-,148000,בנזין,150
ב מ וו,סדרה 1,2018,1998,81000,2,אוטומטית,שחור,פרטי,116000,בנזין,184
ניסאן,קשקאי,2019,1332,81490,1,אוטומטית,כסף מטלי,-,114017,בנזין,159
די. אס - ‏DS,DS4,2023,1598,0,1,אוטומטית,אפור בהיר מטלי,חברה,239900,בנזין,225
יונדאי,קונה,2020,1591,45744,1,אוטומטית,אפור,ליסינג,112060,בנזין,177
טויוטה,קורולה,2020,1798,69215,1,אוטומטית,נחושת מטאלי,-,132900,בנזין,122
אאודי,Q3,2018,1984,86525,1,אוטומטית,שחור מטלי,-,151429,בנזין,180
טויוטה,קורולה,2019,1798,108805,1,אוטומטית,לבן,ליסינג,83800,בנזין,98
סיאט,ארונה,2020,999,107756,1,אוטומטית,שנהב לבן,ליסינג,83200,בנזין,115
אאודי,A3,2022,1984,4400,1,אוטומטית,שחור מטלי,חברה,240000,בנזין,190
אאודי,Q3,2023,1498,0,1,אוטומטית,שחור מטלי,חברה,306702,בנזין,150
אאודי,Q3,2023,1498,0,1,אוטומטית,שחור מטלי,חברה,306702,בנזין,150
יונדאי,I10,2019,1248,112903,1,אוטומטית,שנהב לבן,ליסינג,62046,בנזין,87
לנד רובר,דיסקברי,2017,1999,69000,1,אוטומטית,ברונזה,פרטי,245000,דיזל,240
וולבו,XC60,2017,1969,146000,1,אוטומטית,לבן,-,170000,חשמל/בנזין,407
רנו,מגאן,2019,1332,105118,1,אוטומטית,אפור כהה מטלי,-,77000,בנזין,140
פולקסווגן,טיגואן,2018,1984,107000,1,אוטומטית,אפור בהיר מטלי,-,136800,בנזין,180
קיה,סלטוס,2021,1999,17910,1,אוטומטית,צהוב,-,134900,בנזין,149
סקודה,אוקטביה,2018,999,100714,1,אוטומטית,קפה מטאלי,-,92470,בנזין,115
ב מ וו,X5,2023,2993,0,1,אוטומטית,לבן,חברה,630000,דיזל,286
קיה,ספורטאז,2016,1999,137824,1,אוטומטית,אפור,-,88900,בנזין,155
מיצובישי,אאוטלנדר,2020,1998,138914,1,אוטומטית,אפור,-,110700,בנזין,150
סיטרואן,C5 איירקרוס,2020,1499,84756,1,אוטומטית,לבן,-,110248,דיזל,130
סובארו,XV,2014,1600,217806,1,אוטומטית,אפור כהה,-,49900,בנזין,114
סיטרואן,C5 איירקרוס,2020,1499,76235,1,אוטומטית,שנהב לבן,ליסינג,108444,דיזל,130
סקודה,קודיאק,2018,1968,125000,1,אוטומטית,אפור כהה,-,165000,דיזל,190
סקודה,קודיאק,2019,1498,75199,1,אוטומטית,לבן,-,143500,בנזין,150
רנו,קנגו,2019,1461,117225,1,אוטומטית,שנהב לבן,ליסינג,68600,דיזל,91
קיה,פיקנטו,2020,1248,31620,1,אוטומטית,לבן,-,79900,בנזין,84
יגואר,E-PACE,2020,1997,85624,1,אוטומטית,לבן,-,179900,בנזין,249
סיאט,ארונה,2019,999,115377,1,אוטומטית,אפור כהה,-,75700,בנזין,115
סיאט,אטקה,2019,1395,43640,1,אוטומטית,שחור,ליסינג,110639,בנזין,150
טויוטה,קורולה,2019,1598,92698,1,אוטומטית,שנהב לבן,חברה,105926,בנזין,132
טויוטה,קורולה,2019,1798,82305,2,אוטומטית,לבן,-,113900,בנזין,98
שברולט,אימפלה,2019,3564,75986,1,אוטומטית,שחור מטלי,ליסינג,142448,בנזין,305
טויוטה,קורולה,2019,1798,124040,1,אוטומטית,שנהב לבן,ליסינג,87100,בנזין,98
סקודה,קודיאק,2018,1968,96000,1,אוטומטית,לבן,חברה,190000,דיזל,190
יונדאי,איוניק,2020,1580,97018,1,אוטומטית,אפור,חברה,122418,בנזין,141
סיטרואן,C4 פיקאסו,2016,1598,135000,3,אוטומטית,כחול,-,55500,בנזין,165
סקודה,קודיאק,2018,1395,104959,1,אוטומטית,אפור כהה,-,140000,בנזין,150
טויוטה,קורולה,2020,1798,63977,1,אוטומטית,כסוף כהה מטלי,-,113200,בנזין,98
טויוטה,קורולה,2019,1798,107075,1,אוטומטית,כסוף כהה מטלי,-,107880,בנזין,98
שברולט,ספארק,2020,1399,73768,1,אוטומטית,כסף מטלי,-,55125,בנזין,98
טויוטה,קורולה,2019,1798,84394,1,אוטומטית,כסף מטלי,חברה,121213,בנזין,98
אאודי,Q7 ‏E-TRON,2019,2967,118050,1,אוטומטית,לבן,-,315000,חשמל/דיזל,374
סקודה,אוקטביה,2019,1498,98966,1,אוטומטית,כסף מטלי,חברה,109109,בנזין,150
ניסאן,קשקאי,2019,1598,63674,1,אוטומטית,אפור מטל,חברה,118903,דיזל,130
טויוטה,קורולה,2020,1798,120306,1,אוטומטית,כסף מטלי,ליסינג,93700,בנזין,98
ג'יפ,גרנד שירוקי,2018,3604,188000,2,אוטומטית,כסף מטלי,פרטי,159900,בנזין,295
טויוטה,קורולה,2019,1798,101800,1,אוטומטית,שנהב לבן,ליסינג,103940,בנזין,98
יונדאי,I10,2021,1197,95933,1,אוטומטית,שנהב לבן,חברה,78624,בנזין,84
מיצובישי,אאוטלנדר,2019,1998,101535,1,אוטומטית,אפור,-,126386,בנזין,150
קיה,פיקנטו,2020,1248,74709,1,אוטומטית,כסוף כהה,השכרה,61285,בנזין,84
קאדילאק,אסקלייד,2023,6162,0,1,אוטומטית,שחור,פרטי,849000,בנזין,420
מיצובישי,ASX,2020,1998,69678,1,אוטומטית,שנהב לבן,חברה,113740,בנזין,150
די. אס - ‏DS,DS5,2021,1997,36000,1,אוטומטית,לבן,-,219900,דיזל,177
פיג'ו,3008,2020,1199,43824,1,אוטומטית,שנהב לבן,חברה,141616,בנזין,130
קיה,נירו,2019,1580,94337,2,אוטומטית,לבן,-,109900,בנזין,141
מיצובישי,אטראז,2020,1193,60829,1,אוטומטית,אפור,ליסינג,63982,בנזין,80
פיג'ו,5008,2019,1598,112479,1,אוטומטית,שנהב לבן,חברה,115023,בנזין,165
קיה,פיקנטו,2020,1248,55954,1,אוטומטית,שנהב לבן,ליסינג,71046,בנזין,84
קיה,נירו,2019,1580,116000,2,אוטומטית,אדום,-,97900,בנזין,141
סקודה,אוקטביה,2019,999,123182,1,אוטומטית,כסף מטלי,ליסינג,79900,בנזין,115
סקודה,אוקטביה,2019,999,81191,1,אוטומטית,שחור מטלי,ליסינג,102000,בנזין,115
סיטרואן,ספייסטורר,2020,1199,81862,1,אוטומטית,לבן,-,116517,בנזין,130
פיג'ו,3008,2020,1199,115804,1,אוטומטית,שנהב לבן,חברה,126759,בנזין,130
מאזדה,3,2020,1998,72570,1,אוטומטית,שנהב לבן,השכרה,96967,בנזין,165
יונדאי,אקסנט,2020,1591,47000,1,אוטומטית,כסף,חברה,97000,בנזין,123
מיצובישי,אאוטלנדר,2016,1998,104500,2,אוטומטית,שחור,-,80000,בנזין,150
שברולט,אקווינוקס,2019,1490,80960,1,אוטומטית,כסף מטלי,השכרה,129570,בנזין,170
יונדאי,אקסנט,2019,1368,61556,1,אוטומטית,שנהב לבן,ליסינג,75600,בנזין,100
יונדאי,אקסנט,2019,1368,61556,1,אוטומטית,שנהב לבן,ליסינג,75600,בנזין,100
קיה,ספורטאז,2020,1999,62661,1,אוטומטית,אדום,-,118300,בנזין,155
מאזדה,CX-30,2021,1998,18000,2,אוטומטית,כסף,-,144900,בנזין,165
טויוטה,קורולה,2019,1798,78481,1,אוטומטית,כסף מטלי,חברה,119977,בנזין,98
טויוטה,קורולה,2019,1798,100191,1,אוטומטית,כסף מטלי,ליסינג,103295,בנזין,98
סיאט,ארונה,2020,999,100937,1,אוטומטית,שנהב לבן,חברה,87214,בנזין,115
טויוטה,קורולה,2020,1798,104746,1,אוטומטית,כסף מטלי,חברה,129092,בנזין,98
יונדאי,סונטה,2021,1999,72043,1,אוטומטית,לבן,חברה,182007,בנזין,192
מרצדס,CLA,2023,1332,0,1,אוטומטית,לבן,חברה,285000,בנזין,136
אאודי,A4,2023,1984,0,1,אוטומטית,לבן,חברה,302152,בנזין,204
סקודה,קודיאק,2019,1498,70000,1,אוטומטית,כסף מטלי,-,154200,בנזין,150
קיה,נירו,2016,1580,110000,2,אוטומטית,לבן,-,85000,בנזין,141
קיה,סטוניק,2020,998,33000,1,אוטומטית,כסף,חברה,100000,בנזין,120
קרייזלר,פסיפיקה,2019,3604,135000,2,אוטומטית,שנהב לבן,פרטי,187500,בנזין,280
יונדאי,I10,2019,1248,108244,1,אוטומטית,שנהב לבן,חברה,62079,בנזין,87
מיצובישי,אאוטלנדר,2020,1998,54532,1,אוטומטית,שנהב לבן,ליסינג,139696,בנזין,150
פיג'ו,208,2018,1199,131200,1,אוטומטית,כחול כהה,השכרה,47000,בנזין,110
פיג'ו,3008,2020,1199,49650,1,אוטומטית,אפור כהה,חברה,125716,בנזין,130
ב מ וו,סדרה 3,2021,1998,20000,2,אוטומטית,שחור מטלי,פרטי,195000,בנזין,156
סמארט,פורטו,2021,0,16000,1,אוטומטית,שנהב לבן,חברה,115000,חשמל,82
סמארט,פורטו,2021,0,16000,1,אוטומטית,שנהב לבן,חברה,115000,חשמל,82
הונדה,HR-V,2020,1498,30000,1,אוטומטית,כחול כהה,פרטי,112000,בנזין,131
יונדאי,אקסנט,2019,1368,99710,1,אוטומטית,לבן,-,70400,בנזין,100
קיה,פיקנטו,2020,1248,64154,1,אוטומטית,שחור,השכרה,66587,בנזין,84
פיג'ו,3008,2018,1560,148654,1,אוטומטית,לבן,-,89000,דיזל,120
שברולט,ספארק,2019,1399,125000,1,אוטומטית,לבן,-,54900,בנזין,98
סקודה,קודיאק,2018,1395,110662,1,אוטומטית,אפור מטל,-,124000,בנזין,150
מאזדה,CX-5,2019,2488,69320,1,אוטומטית,כחול,-,150000,בנזין,195
אלפא רומיאו,MITO,2017,1368,130000,1,אוטומטית,שנהב לבן,פרטי,59900,בנזין,170
טויוטה,ראב 4,2019,2487,115209,1,אוטומטית,אפור כהה מטלי,ליסינג,161464,בנזין,178
אאודי,Q5,2016,1984,105000,2,אוטומטית,שנהב לבן,פרטי,110000,בנזין,230
סיטרואן,ספייסטורר,2019,1199,98238,1,אוטומטית,אפור כהה,-,103983,בנזין,130
סיטרואן,C5 איירקרוס,2020,1499,24250,1,אוטומטית,שחור,חברה,126969,דיזל,130
פיג'ו,508,2012,1598,112400,3,אוטומטית,אפור,פרטי,19900,בנזין,156
יונדאי,סנטה פה,2019,2359,86029,1,אוטומטית,שנהב לבן,ליסינג,181677,בנזין,185
קיה,ספורטאז,2018,1591,90401,1,אוטומטית,לבן,-,109900,בנזין,177
מרצדס,CLA,2023,1332,0,1,אוטומטית,אפור,חברה,328000,בנזין,136
שברולט,ספארק,2020,1399,98800,1,אוטומטית,לבן,השכרה,54197,בנזין,98
יגואר,F-PACE,2018,1997,100000,2,אוטומטית,שחור,-,194900,בנזין,250
סיאט,איביזה,2019,999,113639,1,אוטומטית,שנהב לבן,ליסינג,72000,בנזין,115
יגואר,F-PACE,2018,1997,100000,2,אוטומטית,שחור,-,194900,בנזין,250
פיג'ו,3008,2017,1560,114775,2,אוטומטית,אפור כהה,-,88900,דיזל,120
מיצובישי,אאוטלנדר,2019,1998,89492,1,אוטומטית,כסף מטלי,-,119556,בנזין,150
סיאט,אטקה,2017,1395,99000,2,אוטומטית,שן פיל,פרטי,93000,בנזין,150
קיה,פיקנטו,2019,1248,41000,1,אוטומטית,שחור,חברה,77000,בנזין,84
מיצובישי,ASX,2019,1998,140115,1,אוטומטית,שנהב לבן,ליסינג,88321,בנזין,150
מרצדס,CLA,2023,1332,0,1,אוטומטית,שחור,חברה,275000,בנזין,136
סקודה,קודיאק,2019,1498,110062,1,אוטומטית,שחור מטלי,-,127558,בנזין,150
סקודה,אוקטביה,2020,1498,60908,1,אוטומטית,אפור מטל,-,108100,בנזין,150
סקודה,אוקטביה,2020,1498,112351,1,אוטומטית,שנהב לבן,ליסינג,95500,בנזין,150
מיצובישי,אטראז,2016,1193,218072,1,אוטומטית,אפור,ליסינג,33082,בנזין,80
סובארו,XV,2023,1995,0,1,אוטומטית,אפור כהה,חברה,159000,בנזין,152
יונדאי,טוסון,2019,1999,58000,1,אוטומטית,כסף,-,131900,בנזין,155
מרצדס,GLA,2019,1595,44489,1,אוטומטית,שנהב לבן,השכרה,163167,בנזין,156
מאזדה,6,2020,1998,86000,1,אוטומטית,שנהב לבן,פרטי,108500,בנזין,165
סקודה,אוקטביה,2019,999,125750,1,אוטומטית,קפה מטאלי,ליסינג,79200,בנזין,115
שברולט,ספארק,2019,1399,61800,1,אוטומטית,שנהב לבן,חברה,64108,בנזין,98
פיג'ו,3008,2019,1499,55090,1,אוטומטית,אפור פלדה,חברה,130380,דיזל,130
סקודה,קודיאק,2019,1498,135000,1,אוטומטית,כסף מטלי,-,145510,בנזין,150
סקודה,סופרב,2020,1498,68000,1,אוטומטית,אפור מטל,ליסינג,140600,בנזין,150
סקודה,קודיאק,2019,1498,135000,1,אוטומטית,כסף מטלי,-,145510,בנזין,150
מיצובישי,אאוטלנדר,2019,1998,113898,1,אוטומטית,שנהב לבן,ליסינג,123687,בנזין,150
מרצדס,E-Class,2020,1950,91000,1,אוטומטית,שחור,חברה,315000,חשמל/דיזל,194
שברולט,אקווינוקס,2021,1490,22149,1,אוטומטית,שחור,ליסינג,161736,בנזין,170
סיטרואן,ספייסטורר,2020,1199,92679,1,אוטומטית,שנהב לבן,חברה,113964,בנזין,130
קיה,פיקנטו,2018,1248,57000,1,אוטומטית,אדום,-,71000,בנזין,84
סקודה,קודיאק,2018,1984,65000,1,אוטומטית,אפור מטל,-,150000,בנזין,180
יגואר,F-PACE,2021,1997,36500,1,אוטומטית,שנהב לבן,חברה,285000,בנזין,250
צ'רי,FX,2023,1598,0,1,אוטומטית,כסף מטלי,חברה,149000,בנזין,186
אאודי,Q3,2023,1498,0,1,אוטומטית,שחור מטלי,חברה,306702,בנזין,150
סיטרואן,C5 איירקרוס,2019,1499,70003,1,אוטומטית,טורקיז,חברה,109080,דיזל,130
פיג'ו,3008,2020,1199,75338,1,אוטומטית,אפור כהה,-,131900,בנזין,130
פיג'ו,208,2019,1199,73361,1,אוטומטית,אפור כהה,ליסינג,60619,בנזין,110
סקודה,קארוק,2020,1498,90579,1,אוטומטית,לבן,-,105100,בנזין,150
סקודה,סופרב,2020,1498,90141,1,אוטומטית,אפור מטל,-,160700,בנזין,150
סקודה,אוקטביה,2019,1498,89019,1,אוטומטית,כסף מטלי,-,91600,בנזין,150
ב מ וו,X3,2013,1997,68880,1,אוטומטית,כסף מטלי,חברה,99900,בנזין,184
יונדאי,I10,2020,1197,42290,1,אוטומטית,שחור,ליסינג,71824,בנזין,84
סקודה,אוקטביה,2019,1498,79314,1,אוטומטית,אפור מטל,ליסינג,101982,בנזין,150
סקודה,אוקטביה,2019,1498,68836,1,אוטומטית,כסף מטלי,ליסינג,102933,בנזין,150
טויוטה,קורולה,2020,1798,114670,1,אוטומטית,כסוף כהה מטלי,חברה,125951,בנזין,98
סקודה,קודיאק,2018,1395,58000,1,אוטומטית,לבן,-,150000,בנזין,150
סקודה,קודיאק,2020,1498,128600,1,אוטומטית,שחור מטלי,-,124728,בנזין,150
קיה,ספורטאז,2019,1999,51815,1,אוטומטית,כסוף כהה,-,116900,בנזין,155
סקודה,אוקטביה,2019,999,128344,1,אוטומטית,אפור מטל,ליסינג,93000,בנזין,115
קאדילאק,XT6,2023,3649,0,1,אוטומטית,שחור מטלי,חברה,389900,בנזין,310
מרצדס,CLA,2023,1332,0,1,אוטומטית,שנהב לבן,חברה,285000,בנזין,136
סקודה,קודיאק,2017,1984,102000,1,אוטומטית,ירקרק בהיר,חברה,154000,בנזין,180
סקודה,אוקטביה,2020,1498,71138,1,אוטומטית,אפור מטל,ליסינג,108883,בנזין,150
ניסאן,נבארה,2021,2299,157800,1,אוטומטית,כסף מטלי,ליסינג,159900,דיזל,190
